Grid_Number,Government_Facilities
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,1.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,1.0
589,1.0
590,1.0
591,0.0
592,0.0
593,0.0
594,0.0
595,1.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,1.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,1.0
613,1.0
614,0.0
615,0.0
616,4.0
617,4.0
618,0.0
619,0.0
620,1.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,1.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,1.0
650,0.0
651,1.0
652,2.0
653,0.0
654,0.0
655,0.0
656,0.0
657,2.0
658,1.0
659,2.0
660,2.0
661,1.0
662,0.0
663,0.0
664,2.0
665,4.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,3.0
678,0.0
679,1.0
680,0.0
681,2.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,1.0
691,0.0
692,1.0
693,0.0
694,0.0
695,0.0
696,0.0
697,1.0
698,0.0
699,0.0
700,0.0
701,1.0
702,0.0
703,0.0
704,0.0
705,3.0
706,3.0
707,9.0
708,1.0
709,0.0
710,0.0
711,0.0
712,1.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,1.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,3.0
736,0.0
737,0.0
738,1.0
739,1.0
740,2.0
741,0.0
742,1.0
743,0.0
744,0.0
745,0.0
746,0.0
747,1.0
748,0.0
749,1.0
750,0.0
751,0.0
752,1.0
753,0.0
754,0.0
755,8.0
756,7.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,1.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,1.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,2.0
785,2.0
786,4.0
787,4.0
788,3.0
789,2.0
790,1.0
791,1.0
792,0.0
793,1.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,1.0
802,2.0
803,1.0
804,0.0
805,3.0
806,1.0
807,0.0
808,0.0
809,0.0
810,0.0
811,2.0
812,1.0
813,1.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,1.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,2.0
833,1.0
834,0.0
835,0.0
836,6.0
837,10.0
838,5.0
839,7.0
840,8.0
841,3.0
842,2.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,3.0
850,0.0
851,0.0
852,2.0
853,0.0
854,3.0
855,2.0
856,1.0
857,0.0
858,0.0
859,0.0
860,0.0
861,2.0
862,0.0
863,0.0
864,0.0
865,1.0
866,4.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,2.0
884,1.0
885,8.0
886,9.0
887,6.0
888,8.0
889,4.0
890,8.0
891,5.0
892,0.0
893,0.0
894,1.0
895,0.0
896,1.0
897,0.0
898,1.0
899,5.0
900,2.0
901,1.0
902,3.0
903,3.0
904,2.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,2.0
911,0.0
912,0.0
913,0.0
914,0.0
915,1.0
916,0.0
917,0.0
918,1.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,2.0
929,1.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,7.0
936,25.0
937,11.0
938,5.0
939,5.0
940,6.0
941,5.0
942,2.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,3.0
949,4.0
950,4.0
951,3.0
952,12.0
953,4.0
954,0.0
955,2.0
956,0.0
957,0.0
958,0.0
959,3.0
960,0.0
961,2.0
962,1.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,1.0
970,0.0
971,1.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,8.0
982,4.0
983,4.0
984,6.0
985,18.0
986,15.0
987,7.0
988,0.0
989,0.0
990,5.0
991,1.0
992,1.0
993,0.0
994,0.0
995,0.0
996,0.0
997,1.0
998,2.0
999,3.0
1000,4.0
1001,16.0
1002,16.0
1003,7.0
1004,2.0
1005,1.0
1006,0.0
1007,1.0
1008,1.0
1009,1.0
1010,1.0
1011,4.0
1012,0.0
1013,3.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,5.0
1020,7.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,4.0
1030,12.0
1031,3.0
1032,5.0
1033,9.0
1034,4.0
1035,8.0
1036,21.0
1037,4.0
1038,0.0
1039,1.0
1040,6.0
1041,0.0
1042,0.0
1043,3.0
1044,0.0
1045,3.0
1046,1.0
1047,6.0
1048,21.0
1049,5.0
1050,12.0
1051,17.0
1052,4.0
1053,6.0
1054,0.0
1055,2.0
1056,2.0
1057,4.0
1058,6.0
1059,7.0
1060,1.0
1061,2.0
1062,0.0
1063,0.0
1064,0.0
1065,2.0
1066,2.0
1067,0.0
1068,0.0
1069,1.0
1070,1.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,1.0
1076,0.0
1077,0.0
1078,3.0
1079,3.0
1080,3.0
1081,6.0
1082,6.0
1083,10.0
1084,3.0
1085,8.0
1086,2.0
1087,5.0
1088,1.0
1089,0.0
1090,0.0
1091,6.0
1092,0.0
1093,3.0
1094,9.0
1095,5.0
1096,7.0
1097,10.0
1098,7.0
1099,7.0
1100,13.0
1101,2.0
1102,1.0
1103,0.0
1104,5.0
1105,2.0
1106,3.0
1107,7.0
1108,7.0
1109,1.0
1110,1.0
1111,2.0
1112,2.0
1113,0.0
1114,1.0
1115,0.0
1116,2.0
1117,1.0
1118,6.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,2.0
1129,4.0
1130,1.0
1131,1.0
1132,4.0
1133,4.0
1134,9.0
1135,7.0
1136,8.0
1137,9.0
1138,1.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,6.0
1144,4.0
1145,7.0
1146,1.0
1147,3.0
1148,8.0
1149,17.0
1150,5.0
1151,3.0
1152,1.0
1153,1.0
1154,16.0
1155,17.0
1156,5.0
1157,3.0
1158,4.0
1159,2.0
1160,2.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,3.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,5.0
1178,1.0
1179,1.0
1180,3.0
1181,8.0
1182,11.0
1183,15.0
1184,4.0
1185,3.0
1186,6.0
1187,15.0
1188,1.0
1189,0.0
1190,0.0
1191,2.0
1192,0.0
1193,6.0
1194,13.0
1195,8.0
1196,6.0
1197,13.0
1198,11.0
1199,13.0
1200,8.0
1201,1.0
1202,3.0
1203,4.0
1204,5.0
1205,4.0
1206,9.0
1207,9.0
1208,5.0
1209,0.0
1210,2.0
1211,1.0
1212,0.0
1213,0.0
1214,0.0
1215,2.0
1216,3.0
1217,0.0
1218,0.0
1219,0.0
1220,3.0
1221,1.0
1222,0.0
1223,0.0
1224,1.0
1225,0.0
1226,2.0
1227,4.0
1228,2.0
1229,1.0
1230,3.0
1231,11.0
1232,6.0
1233,7.0
1234,7.0
1235,4.0
1236,5.0
1237,7.0
1238,2.0
1239,1.0
1240,1.0
1241,0.0
1242,1.0
1243,7.0
1244,19.0
1245,10.0
1246,9.0
1247,30.0
1248,20.0
1249,4.0
1250,2.0
1251,7.0
1252,10.0
1253,3.0
1254,7.0
1255,9.0
1256,9.0
1257,8.0
1258,3.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,1.0
1265,1.0
1266,0.0
1267,0.0
1268,1.0
1269,5.0
1270,6.0
1271,0.0
1272,0.0
1273,0.0
1274,1.0
1275,1.0
1276,7.0
1277,0.0
1278,2.0
1279,5.0
1280,8.0
1281,3.0
1282,8.0
1283,15.0
1284,3.0
1285,2.0
1286,0.0
1287,3.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,4.0
1293,10.0
1294,11.0
1295,12.0
1296,5.0
1297,23.0
1298,8.0
1299,12.0
1300,1.0
1301,11.0
1302,5.0
1303,8.0
1304,9.0
1305,8.0
1306,3.0
1307,1.0
1308,5.0
1309,0.0
1310,0.0
1311,1.0
1312,0.0
1313,0.0
1314,3.0
1315,0.0
1316,1.0
1317,4.0
1318,1.0
1319,4.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,3.0
1326,7.0
1327,3.0
1328,0.0
1329,0.0
1330,7.0
1331,5.0
1332,5.0
1333,0.0
1334,2.0
1335,0.0
1336,0.0
1337,0.0
1338,1.0
1339,0.0
1340,0.0
1341,0.0
1342,2.0
1343,10.0
1344,8.0
1345,5.0
1346,9.0
1347,10.0
1348,6.0
1349,12.0
1350,5.0
1351,4.0
1352,12.0
1353,16.0
1354,18.0
1355,3.0
1356,2.0
1357,0.0
1358,2.0
1359,0.0
1360,1.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,1.0
1366,0.0
1367,0.0
1368,4.0
1369,1.0
1370,0.0
1371,0.0
1372,0.0
1373,2.0
1374,0.0
1375,1.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,2.0
1387,0.0
1388,0.0
1389,1.0
1390,1.0
1391,0.0
1392,3.0
1393,2.0
1394,5.0
1395,10.0
1396,12.0
1397,8.0
1398,9.0
1399,6.0
1400,2.0
1401,17.0
1402,16.0
1403,11.0
1404,1.0
1405,12.0
1406,3.0
1407,1.0
1408,0.0
1409,1.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,1.0
1416,0.0
1417,0.0
1418,3.0
1419,1.0
1420,1.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,1.0
1426,0.0
1427,0.0
1428,3.0
1429,2.0
1430,0.0
1431,0.0
1432,1.0
1433,1.0
1434,2.0
1435,14.0
1436,8.0
1437,5.0
1438,1.0
1439,2.0
1440,6.0
1441,1.0
1442,3.0
1443,4.0
1444,9.0
1445,16.0
1446,13.0
1447,9.0
1448,7.0
1449,10.0
1450,6.0
1451,18.0
1452,14.0
1453,3.0
1454,7.0
1455,1.0
1456,0.0
1457,0.0
1458,1.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,2.0
1467,5.0
1468,10.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,2.0
1474,0.0
1475,0.0
1476,1.0
1477,6.0
1478,0.0
1479,0.0
1480,0.0
1481,1.0
1482,0.0
1483,0.0
1484,6.0
1485,2.0
1486,0.0
1487,0.0
1488,3.0
1489,4.0
1490,2.0
1491,0.0
1492,11.0
1493,11.0
1494,10.0
1495,11.0
1496,6.0
1497,5.0
1498,16.0
1499,13.0
1500,33.0
1501,13.0
1502,0.0
1503,10.0
1504,4.0
1505,1.0
1506,2.0
1507,1.0
1508,1.0
1509,10.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,1.0
1517,2.0
1518,2.0
1519,0.0
1520,0.0
1521,2.0
1522,1.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,1.0
1528,4.0
1529,0.0
1530,0.0
1531,1.0
1532,7.0
1533,0.0
1534,2.0
1535,0.0
1536,1.0
1537,1.0
1538,2.0
1539,4.0
1540,2.0
1541,11.0
1542,5.0
1543,1.0
1544,11.0
1545,17.0
1546,2.0
1547,6.0
1548,8.0
1549,8.0
1550,6.0
1551,5.0
1552,6.0
1553,4.0
1554,3.0
1555,0.0
1556,4.0
1557,0.0
1558,0.0
1559,0.0
1560,2.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,1.0
1568,0.0
1569,0.0
1570,0.0
1571,1.0
1572,0.0
1573,0.0
1574,4.0
1575,2.0
1576,1.0
1577,1.0
1578,1.0
1579,1.0
1580,9.0
1581,3.0
1582,5.0
1583,3.0
1584,17.0
1585,4.0
1586,2.0
1587,2.0
1588,1.0
1589,0.0
1590,4.0
1591,1.0
1592,6.0
1593,10.0
1594,7.0
1595,5.0
1596,10.0
1597,25.0
1598,3.0
1599,6.0
1600,4.0
1601,12.0
1602,4.0
1603,8.0
1604,2.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,1.0
1623,1.0
1624,0.0
1625,0.0
1626,1.0
1627,1.0
1628,2.0
1629,1.0
1630,0.0
1631,2.0
1632,11.0
1633,5.0
1634,6.0
1635,10.0
1636,7.0
1637,2.0
1638,0.0
1639,1.0
1640,6.0
1641,14.0
1642,7.0
1643,14.0
1644,17.0
1645,3.0
1646,11.0
1647,15.0
1648,5.0
1649,13.0
1650,6.0
1651,6.0
1652,2.0
1653,0.0
1654,1.0
1655,1.0
1656,2.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,2.0
1672,1.0
1673,1.0
1674,0.0
1675,1.0
1676,3.0
1677,5.0
1678,7.0
1679,1.0
1680,3.0
1681,14.0
1682,11.0
1683,7.0
1684,3.0
1685,3.0
1686,0.0
1687,1.0
1688,0.0
1689,3.0
1690,19.0
1691,2.0
1692,11.0
1693,8.0
1694,7.0
1695,16.0
1696,11.0
1697,22.0
1698,8.0
1699,5.0
1700,0.0
1701,0.0
1702,3.0
1703,3.0
1704,1.0
1705,0.0
1706,0.0
1707,0.0
1708,2.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,2.0
1721,1.0
1722,0.0
1723,1.0
1724,4.0
1725,3.0
1726,0.0
1727,6.0
1728,5.0
1729,5.0
1730,5.0
1731,30.0
1732,5.0
1733,3.0
1734,2.0
1735,10.0
1736,1.0
1737,3.0
1738,10.0
1739,16.0
1740,14.0
1741,9.0
1742,19.0
1743,3.0
1744,5.0
1745,7.0
1746,4.0
1747,1.0
1748,4.0
1749,3.0
1750,6.0
1751,2.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,1.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,2.0
1765,0.0
1766,2.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,1.0
1773,1.0
1774,1.0
1775,1.0
1776,3.0
1777,6.0
1778,4.0
1779,5.0
1780,7.0
1781,10.0
1782,2.0
1783,11.0
1784,15.0
1785,4.0
1786,4.0
1787,2.0
1788,21.0
1789,18.0
1790,8.0
1791,7.0
1792,6.0
1793,6.0
1794,7.0
1795,6.0
1796,0.0
1797,8.0
1798,6.0
1799,8.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,1.0
1816,1.0
1817,0.0
1818,2.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,2.0
1824,4.0
1825,11.0
1826,13.0
1827,13.0
1828,16.0
1829,7.0
1830,5.0
1831,0.0
1832,1.0
1833,4.0
1834,13.0
1835,10.0
1836,15.0
1837,10.0
1838,10.0
1839,5.0
1840,11.0
1841,12.0
1842,11.0
1843,12.0
1844,8.0
1845,0.0
1846,3.0
1847,6.0
1848,5.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,1.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,1.0
1872,0.0
1873,2.0
1874,14.0
1875,19.0
1876,11.0
1877,7.0
1878,7.0
1879,5.0
1880,12.0
1881,3.0
1882,9.0
1883,19.0
1884,30.0
1885,17.0
1886,15.0
1887,16.0
1888,28.0
1889,5.0
1890,3.0
1891,2.0
1892,7.0
1893,8.0
1894,6.0
1895,1.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,1.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,2.0
1914,1.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,1.0
1920,3.0
1921,3.0
1922,4.0
1923,15.0
1924,10.0
1925,2.0
1926,9.0
1927,12.0
1928,8.0
1929,6.0
1930,9.0
1931,12.0
1932,9.0
1933,28.0
1934,20.0
1935,26.0
1936,28.0
1937,28.0
1938,9.0
1939,12.0
1940,3.0
1941,8.0
1942,5.0
1943,4.0
1944,3.0
1945,1.0
1946,0.0
1947,0.0
1948,0.0
1949,0.0
1950,0.0
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,1.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,5.0
1970,15.0
1971,7.0
1972,8.0
1973,4.0
1974,8.0
1975,13.0
1976,14.0
1977,12.0
1978,12.0
1979,13.0
1980,1.0
1981,9.0
1982,17.0
1983,9.0
1984,21.0
1985,19.0
1986,11.0
1987,0.0
1988,0.0
1989,2.0
1990,0.0
1991,1.0
1992,0.0
1993,0.0
1994,1.0
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2000,0.0
2001,0.0
2002,0.0
2003,0.0
2004,0.0
2005,0.0
2006,0.0
2007,0.0
2008,0.0
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,12.0
2020,4.0
2021,2.0
2022,9.0
2023,8.0
2024,17.0
2025,20.0
2026,8.0
2027,18.0
2028,2.0
2029,0.0
2030,9.0
2031,26.0
2032,11.0
2033,26.0
2034,3.0
2035,1.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,2.0
2041,3.0
2042,1.0
2043,2.0
2044,1.0
2045,1.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
2051,0.0
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,0.0
2057,0.0
2058,1.0
2059,0.0
2060,1.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,2.0
2068,4.0
2069,2.0
2070,9.0
2071,5.0
2072,42.0
2073,12.0
2074,9.0
2075,11.0
2076,12.0
2077,1.0
2078,3.0
2079,1.0
2080,0.0
2081,2.0
2082,1.0
2083,0.0
2084,4.0
2085,6.0
2086,4.0
2087,7.0
2088,5.0
2089,6.0
2090,6.0
2091,3.0
2092,0.0
2093,1.0
2094,1.0
2095,0.0
2096,1.0
2097,0.0
2098,0.0
2099,0.0
2100,0.0
2101,0.0
2102,0.0
2103,0.0
2104,0.0
2105,0.0
2106,0.0
2107,0.0
2108,0.0
2109,0.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,0.0
2116,0.0
2117,0.0
2118,0.0
2119,1.0
2120,25.0
2121,6.0
2122,9.0
2123,14.0
2124,11.0
2125,6.0
2126,0.0
2127,1.0
2128,0.0
2129,0.0
2130,1.0
2131,0.0
2132,4.0
2133,9.0
2134,6.0
2135,8.0
2136,6.0
2137,11.0
