Grid_number,Grid_coordinates,Three_ways,Four_ways,Road_length,Walkability_ratio,District_name,Grid_type,Urban_percentage,Periurban_percentage,Rural_percentage,Class_label
16,"[13.11, 80.16]",60,17,18224.5313,0.3385,Chennai,Rejected,0.0,0.0,0.0,0.0
17,"[13.12, 80.16]",79,9,18149.73,0.5233,Chennai,Rejected,0.0,0.0,0.0,0.0
18,"[13.13, 80.16]",124,21,21727.8431,0.5754,Chennai,Rejected,0.0,0.0,0.0,0.0
19,"[12.95, 80.17]",125,17,19892.8697,0.6366,Chennai,Rejected,0.0,0.0,0.0,0.0
20,"[12.96, 80.17]",83,15,16205.7583,0.5919,Chennai,Rejected,0.0,0.0,0.0,0.0
21,"[12.97, 80.17]",28,2,8514.6015,0.3652,Chennai,Rejected,0.0,0.0,0.0,0.0
22,"[12.98, 80.17]",73,8,14511.3723,0.3873,Chennai,Rejected,0.0,0.0,0.0,0.0
23,"[12.99, 80.17]",4,1,2211.3209,0.1776,Chennai,Rejected,0.0,0.0,0.0,0.0
24,"[13.0, 80.17]",2,1,1969.7466,0.2754,Chennai,Rejected,0.0,0.0,0.0,0.0
25,"[13.01, 80.17]",104,9,14942.8027,0.5866,Chennai,Rejected,0.0,0.002191,0.46457299999999996,0.0
26,"[13.02, 80.17]",111,19,20448.6465,0.4627,Chennai,PeriUrban,0.0,0.611395,0.148283,1.0
27,"[13.03, 80.17]",188,32,25930.4659,0.6139,Chennai,PeriUrban,0.09788200000000001,0.844412,0.021183,2.0
28,"[13.04, 80.17]",157,39,25020.4451,0.593,Chennai,PeriUrban,0.0,0.569701,0.193457,2.0
29,"[13.05, 80.17]",202,38,30026.2983,0.6341,Chennai,PeriUrban,0.154127,0.358656,0.053324,2.0
30,"[13.06, 80.17]",144,34,23754.0241,0.5976,Chennai,Rejected,0.06793300000000001,0.22279000000000002,0.008766,0.0
31,"[13.07, 80.17]",71,15,13244.3528,0.5704,Chennai,Rejected,0.0,0.0,0.0,0.0
32,"[13.08, 80.17]",105,29,21760.8313,0.6188,Chennai,Rejected,0.0,0.0,0.0,0.0
33,"[13.09, 80.17]",68,14,15761.2395,0.6297,Chennai,Rejected,0.0,0.0,0.0,0.0
34,"[13.1, 80.17]",50,5,12895.8029,0.5865,Chennai,Rejected,0.0,0.0,0.0,0.0
35,"[13.11, 80.17]",13,2,6120.8326,0.3937,Chennai,Rejected,0.0,0.0,0.0,0.0
36,"[13.12, 80.17]",47,3,7436.4506,0.3483,Chennai,Rejected,0.0,0.0,0.0,0.0
37,"[13.13, 80.17]",147,21,23909.0873,0.5355,Chennai,Rejected,0.0,0.0,0.0,0.0
38,"[12.95, 80.18]",121,22,21797.8096,0.5969,Chennai,Rejected,0.0,0.0,0.0,0.0
39,"[12.96, 80.18]",165,19,22054.1325,0.614,Chennai,Rejected,0.0,0.0,0.0,0.0
40,"[12.97, 80.18]",230,47,30245.8921,0.6671,Chennai,Rejected,0.0,0.0,0.0,0.0
41,"[12.98, 80.18]",147,31,24452.3114,0.6394,Chennai,Rejected,0.0,0.0,0.0,0.0
42,"[12.99, 80.18]",55,7,13618.4788,0.2625,Chennai,Rejected,0.0,0.0,0.00073,0.0
43,"[13.0, 80.18]",15,2,5685.1269999999995,0.3914,Chennai,Rejected,0.0,0.0,0.164354,0.0
44,"[13.01, 80.18]",76,20,15073.9448,0.5383,Chennai,Rural,0.0,0.0,0.606282,0.0
45,"[13.02, 80.18]",105,19,19061.1121,0.5454,Chennai,PeriUrban,0.0,0.604821,0.395179,2.0
46,"[13.03, 80.18]",220,25,26849.041,0.6299,Chennai,PeriUrban,0.152666,0.847334,0.0,2.0
47,"[13.04, 80.18]",202,41,27693.6142,0.6452,Chennai,PeriUrban,0.09175,0.90825,0.0,2.0
48,"[13.05, 80.18]",242,41,31723.5855,0.5871,Chennai,Urban,0.9233020000000001,0.076698,0.0,5.0
49,"[13.06, 80.18]",186,29,26134.0942,0.5741,Chennai,PeriUrban,0.46092,0.528123,0.0,3.0
50,"[13.07, 80.18]",148,27,25545.16,0.5472,Chennai,PeriUrban,0.0,0.720964,0.06282,2.0
51,"[13.08, 80.18]",217,43,31902.0168,0.626,Chennai,PeriUrban,0.146092,0.58802,0.070855,2.0
52,"[13.09, 80.18]",149,20,23310.8318,0.6232,Chennai,PeriUrban,0.0,0.565376,0.04821,2.0
53,"[13.1, 80.18]",105,18,20452.8622,0.5057,Chennai,Rejected,0.0,0.067202,0.018262,0.0
54,"[13.11, 80.18]",127,15,19721.141,0.5236,Chennai,Rejected,0.0,0.0,0.005113,0.0
55,"[13.12, 80.18]",24,3,6452.5899,0.2092,Chennai,Rejected,0.0,0.0,0.0,0.0
56,"[13.13, 80.18]",24,5,10833.7339,0.3,Chennai,Rejected,0.0,0.0,0.0,0.0
57,"[12.95, 80.19]",164,30,26549.7527,0.5175,Chennai,Rejected,0.0,0.0,0.0,0.0
58,"[12.96, 80.19]",183,19,24975.3073,0.6605,Chennai,PeriUrban,0.0,0.517896,0.09496,2.0
59,"[12.97, 80.19]",188,39,27487.8205,0.6225,Chennai,PeriUrban,0.016069999999999997,0.655953,0.04748,2.0
60,"[12.98, 80.19]",178,37,27990.2095,0.6393,Chennai,Rejected,0.005843999999999999,0.302411,0.0,0.0
61,"[12.99, 80.19]",138,18,21927.467999999997,0.4849,Chennai,Rejected,0.0,0.156318,0.23813,0.0
62,"[13.0, 80.19]",75,13,15089.0285,0.5614,Chennai,Rural,0.0,0.19576300000000002,0.759679,0.0
63,"[13.01, 80.19]",108,11,17068.3642,0.5639,Chennai,Rural,0.0,0.173119,0.556611,0.0
64,"[13.02, 80.19]",56,4,10221.5788,0.3539,Chennai,Rural,0.0,0.268079,0.731921,0.0
65,"[13.03, 80.19]",198,26,27006.7905,0.5985,Chennai,PeriUrban,0.161432,0.838568,0.0,2.0
66,"[13.04, 80.19]",189,19,26205.2689,0.5869,Chennai,PeriUrban,0.32005700000000004,0.6799430000000001,0.0,3.0
67,"[13.05, 80.19]",180,33,27629.0302,0.6402,Chennai,PeriUrban,0.374726,0.625274,0.0,3.0
68,"[13.06, 80.19]",120,20,21719.1888,0.5962,Chennai,PeriUrban,0.15850999999999998,0.84149,0.0,2.0
69,"[13.07, 80.19]",104,19,21574.3432,0.4702,Chennai,PeriUrban,0.178232,0.821768,0.0,1.0
70,"[13.08, 80.19]",164,21,30046.793999999998,0.5503,Chennai,PeriUrban,0.010226,0.9897739999999999,0.0,2.0
71,"[13.09, 80.19]",163,19,25372.429,0.5658,Chennai,PeriUrban,0.0,0.847334,0.152666,2.0
72,"[13.1, 80.19]",97,11,17128.5859,0.4362,Chennai,PeriUrban,0.0,0.684441,0.31555900000000003,1.0
73,"[13.11, 80.19]",86,12,15324.36,0.4281,Chennai,Rejected,0.0,0.00073,0.33016799999999996,0.0
74,"[13.12, 80.19]",99,14,19469.663,0.4634,Chennai,Rejected,0.0,0.0,0.0,0.0
75,"[13.13, 80.19]",59,9,12610.5912,0.3602,Chennai,Rejected,0.0,0.0,0.0,0.0
76,"[12.95, 80.2]",117,21,24895.6173,0.5563,Chennai,Rural,0.0,0.303141,0.217677,0.0
77,"[12.96, 80.2]",158,40,26639.5607,0.6431,Chennai,PeriUrban,0.368152,0.629657,0.0,3.0
78,"[12.97, 80.2]",151,42,26656.6966,0.5931,Chennai,PeriUrban,0.030679,0.9693209999999999,0.0,2.0
79,"[12.98, 80.2]",195,46,28608.8715,0.652,Chennai,PeriUrban,0.065741,0.933528,0.0,2.0
80,"[12.99, 80.2]",178,36,27520.1667,0.6346,Chennai,Urban,0.771366,0.20672,0.0,5.0
81,"[13.0, 80.2]",163,21,27383.3236,0.5726,Chennai,PeriUrban,0.377648,0.622352,0.0,3.0
82,"[13.01, 80.2]",149,24,23161.8827,0.6183,Chennai,PeriUrban,0.042367,0.940833,0.016801,2.0
83,"[13.02, 80.2]",151,21,23428.623,0.589,Chennai,PeriUrban,0.102264,0.8356459999999999,0.062089,2.0
84,"[13.03, 80.2]",154,35,24879.7128,0.6009,Chennai,PeriUrban,0.053324,0.7399560000000001,0.20672,2.0
85,"[13.04, 80.2]",188,26,27065.2114,0.5737,Chennai,PeriUrban,0.302987,0.6628729999999999,0.034138999999999996,3.0
86,"[13.05, 80.2]",169,22,25820.5908,0.6061,Chennai,Urban,0.718042,0.281958,0.0,5.0
87,"[13.06, 80.2]",118,22,21069.1294,0.3809,Chennai,PeriUrban,0.049671,0.9181879999999999,0.032139999999999995,1.0
88,"[13.07, 80.2]",131,26,25491.5053,0.5434,Chennai,PeriUrban,0.360117,0.639883,0.0,3.0
89,"[13.08, 80.2]",126,35,25483.9301,0.5592,Chennai,PeriUrban,0.0,0.875822,0.124178,2.0
90,"[13.09, 80.2]",121,22,18074.7849,0.5876,Chennai,PeriUrban,0.0,0.814463,0.18553699999999998,2.0
91,"[13.1, 80.2]",215,34,29714.8691,0.6685,Chennai,PeriUrban,0.293645,0.7063550000000001,0.0,3.0
92,"[13.11, 80.2]",136,22,22350.1132,0.6064,Chennai,Rejected,0.0,0.272462,0.20525900000000002,0.0
93,"[13.12, 80.2]",131,27,24161.7934,0.643,Chennai,Rejected,0.0,0.0,0.0,0.0
94,"[13.13, 80.2]",85,9,17032.619,0.5716,Chennai,Rejected,0.0,0.0,0.0,0.0
95,"[12.95, 80.21]",60,5,8646.0638,0.3929,Chennai,Rural,0.0,0.086925,0.441928,0.0
96,"[12.96, 80.21]",94,11,22648.73,0.5371,Chennai,PeriUrban,0.12490899999999999,0.671293,0.203798,2.0
97,"[12.97, 80.21]",204,30,29514.4875,0.5906,Chennai,Urban,0.564646,0.435354,0.0,3.0
98,"[12.98, 80.21]",176,18,25794.6456,0.5833,Chennai,PeriUrban,0.377648,0.622352,0.0,3.0
99,"[12.99, 80.21]",153,25,23157.7851,0.4465,Chennai,PeriUrban,0.19211099999999998,0.558802,0.249087,1.0
100,"[13.0, 80.21]",63,9,14434.5919,0.452,Chennai,Rural,0.0,0.313367,0.6866329999999999,0.0
101,"[13.01, 80.21]",109,11,16453.5176,0.5303,Chennai,Rural,0.002191,0.344777,0.653031,0.0
102,"[13.02, 80.21]",239,41,29302.9386,0.6406,Chennai,Urban,0.647918,0.352082,0.0,3.0
103,"[13.03, 80.21]",140,39,25504.3158,0.6664,Chennai,PeriUrban,0.040175,0.784514,0.17531,2.0
104,"[13.04, 80.21]",216,42,31114.9473,0.6556,Chennai,PeriUrban,0.44665699999999997,0.549787,0.003556,3.0
105,"[13.05, 80.21]",190,26,28628.2125,0.6602,Chennai,Urban,0.998539,0.0014609999999999998,0.0,5.0
106,"[13.06, 80.21]",231,55,31728.9646,0.6214,Chennai,Urban,0.9883129999999999,0.011687000000000001,0.0,4.0
107,"[13.07, 80.21]",175,23,27099.7095,0.5626,Chennai,PeriUrban,0.422936,0.577064,0.0,3.0
108,"[13.08, 80.21]",100,47,25961.2213,0.6345,Chennai,PeriUrban,0.0,0.9503290000000001,0.049671,2.0
109,"[13.09, 80.21]",119,34,21721.0389,0.5929,Chennai,Rural,0.0,0.092038,0.907962,0.0
110,"[13.1, 80.21]",129,13,18773.6822,0.5739,Chennai,PeriUrban,0.0014609999999999998,0.753104,0.245435,2.0
111,"[13.11, 80.21]",133,44,27451.2961,0.6286,Chennai,Rejected,0.0,0.211833,0.07962000000000001,0.0
112,"[13.12, 80.21]",77,13,16331.3172,0.5772,Chennai,Rejected,0.0,0.0,0.0,0.0
113,"[13.13, 80.21]",77,7,14623.1093,0.5036,Chennai,Rejected,0.0,0.0,0.0,0.0
114,"[12.95, 80.22]",3,1,3626.6546,0.4864,Chennai,Rejected,0.0,0.0,0.059898,0.0
115,"[12.96, 80.22]",6,2,4806.6015,0.2423,Chennai,Rural,0.0,0.106647,0.7443390000000001,0.0
116,"[12.97, 80.22]",196,26,29075.8653,0.6096,Chennai,PeriUrban,0.2374,0.716581,0.046019,2.0
117,"[12.98, 80.22]",185,19,23920.1754,0.5879,Chennai,PeriUrban,0.056976,0.6128560000000001,0.33016799999999996,2.0
118,"[12.99, 80.22]",20,5,8849.0443,0.2938,Chennai,Rural,0.0,0.014609,0.985391,0.0
119,"[13.0, 80.22]",27,3,9617.5229,0.4702,Chennai,Rural,0.0,0.0,1.0,0.0
120,"[13.01, 80.22]",137,17,21608.3145,0.53,Chennai,PeriUrban,0.029218,0.466764,0.5040180000000001,2.0
121,"[13.02, 80.22]",204,40,30504.9868,0.561,Chennai,Urban,0.663258,0.311176,0.025566,3.0
122,"[13.03, 80.22]",195,29,26793.8572,0.5871,Chennai,Urban,0.982469,0.017531,0.0,5.0
123,"[13.04, 80.22]",134,34,25018.0539,0.6488,Chennai,PeriUrban,0.41251800000000005,0.587482,0.0,3.0
124,"[13.05, 80.22]",180,41,28479.3792,0.6539,Chennai,PeriUrban,0.243243,0.756757,0.0,2.0
125,"[13.06, 80.22]",166,34,28458.2158,0.6186,Chennai,Urban,0.837838,0.162162,0.0,5.0
126,"[13.07, 80.22]",143,26,26630.4116,0.5734,Chennai,PeriUrban,0.37545700000000004,0.6245430000000001,0.0,3.0
127,"[13.08, 80.22]",125,46,25325.6441,0.6485,Chennai,PeriUrban,0.0,0.750183,0.249817,2.0
128,"[13.09, 80.22]",163,31,25813.5348,0.6233,Chennai,PeriUrban,0.051863,0.690285,0.257852,2.0
129,"[13.1, 80.22]",74,7,13465.3284,0.4234,Chennai,Rural,0.0,0.217677,0.782323,0.0
130,"[13.11, 80.22]",143,25,23664.7549,0.6857,Chennai,Rejected,0.0,0.101534,0.202337,0.0
131,"[13.12, 80.22]",133,23,22526.8535,0.6453,Chennai,Rejected,0.0,0.0014609999999999998,0.024836,0.0
132,"[13.13, 80.22]",121,17,20435.7132,0.5924,Chennai,Rejected,0.0,0.0,0.0,0.0
133,"[12.95, 80.23]",103,14,17594.0572,0.5319,Chennai,Rejected,0.0,0.0,0.0,0.0
134,"[12.96, 80.23]",139,12,21136.9867,0.5868,Chennai,Rejected,0.0,0.0,0.335281,0.0
135,"[12.97, 80.23]",158,42,28032.4438,0.6149,Chennai,PeriUrban,0.0,0.822498,0.177502,2.0
136,"[12.98, 80.23]",212,40,27942.6597,0.5836,Chennai,Rural,0.0,0.46384200000000003,0.536158,0.0
137,"[12.99, 80.23]",88,10,14880.6771,0.4554,Chennai,Rural,0.0,0.0,1.0,0.0
138,"[13.0, 80.23]",95,10,17086.72,0.4997,Chennai,Rural,0.0,0.0,1.0,0.0
139,"[13.01, 80.23]",77,3,12886.442,0.3907,Chennai,Rural,0.0,0.0,1.0,0.0
140,"[13.02, 80.23]",81,14,17351.668,0.4341,Chennai,Rural,0.00073,0.22279000000000002,0.776479,0.0
141,"[13.03, 80.23]",124,29,24899.2018,0.6748,Chennai,PeriUrban,0.23813,0.718042,0.043828,2.0
142,"[13.04, 80.23]",133,40,27264.077999999998,0.6525,Chennai,PeriUrban,0.049075,0.950925,0.0,2.0
143,"[13.05, 80.23]",159,20,26656.5681,0.5327,Chennai,PeriUrban,0.0,0.932067,0.06793300000000001,2.0
144,"[13.06, 80.23]",136,21,21820.9757,0.4537,Chennai,Rural,0.0,0.395179,0.604821,0.0
145,"[13.07, 80.23]",94,17,17832.5355,0.5622,Chennai,PeriUrban,0.0,0.561724,0.438276,2.0
146,"[13.08, 80.23]",121,24,19762.9705,0.5854,Chennai,Rural,0.0,0.36596100000000004,0.634039,0.0
147,"[13.09, 80.23]",143,21,21482.0348,0.6394,Chennai,PeriUrban,0.24616500000000002,0.667641,0.086194,2.0
148,"[13.1, 80.23]",68,12,12254.5167,0.4644,Chennai,PeriUrban,0.0,0.58802,0.41198,1.0
149,"[13.11, 80.23]",177,35,27225.1446,0.6622,Chennai,PeriUrban,0.405405,0.58802,0.0,3.0
150,"[13.12, 80.23]",113,29,19620.4717,0.5532,Chennai,Rural,0.0,0.414901,0.49233000000000005,0.0
151,"[13.13, 80.23]",59,7,13039.1587,0.4742,Chennai,Rejected,0.0,0.004979,0.08606,0.0
152,"[12.95, 80.24]",101,24,22539.0955,0.5051,Chennai,Rejected,0.0,0.077429,0.023375,0.0
153,"[12.96, 80.24]",157,25,26215.6604,0.5895,Chennai,PeriUrban,0.26150500000000004,0.546384,0.183346,2.0
154,"[12.97, 80.24]",137,32,24352.7036,0.5207,Chennai,PeriUrban,0.23447800000000002,0.749452,0.016069999999999997,2.0
155,"[12.98, 80.24]",143,25,23656.9209,0.5311,Chennai,PeriUrban,0.0,0.559533,0.440467,2.0
156,"[12.99, 80.24]",114,14,20806.2802,0.4053,Chennai,Rural,0.0,0.020453,0.979547,0.0
157,"[13.0, 80.24]",89,14,20543.6079,0.5207,Chennai,Rural,0.0,0.0,1.0,0.0
158,"[13.01, 80.24]",111,16,19051.6224,0.5399,Chennai,Rural,0.0,0.011687000000000001,0.9883129999999999,0.0
159,"[13.02, 80.24]",85,28,18651.7129,0.5447,Chennai,Rural,0.0,0.0,1.0,0.0
160,"[13.03, 80.24]",131,15,22221.4338,0.5575,Chennai,PeriUrban,0.0,0.799854,0.200146,2.0
161,"[13.04, 80.24]",124,20,22733.2548,0.612,Chennai,PeriUrban,0.0,1.0,0.0,2.0
162,"[13.05, 80.24]",132,28,23137.2167,0.6261,Chennai,PeriUrban,0.0,1.0,0.0,2.0
163,"[13.06, 80.24]",102,10,18412.2797,0.5851,Chennai,Rural,0.0,0.223521,0.776479,0.0
164,"[13.07, 80.24]",184,32,27397.388,0.4726,Chennai,PeriUrban,0.0,0.831994,0.168006,2.0
165,"[13.08, 80.24]",105,14,19555.8258,0.6056,Chennai,PeriUrban,0.0,0.685172,0.314828,2.0
166,"[13.09, 80.24]",104,14,18137.0532,0.5931,Chennai,PeriUrban,0.007305,0.978086,0.014609,2.0
167,"[13.1, 80.24]",155,36,27177.3933,0.544,Chennai,PeriUrban,0.002191,0.818846,0.178963,2.0
168,"[13.11, 80.24]",158,33,25259.5743,0.6711,Chennai,Urban,0.79328,0.20672,0.0,5.0
169,"[13.12, 80.24]",121,20,22250.0128,0.6364,Chennai,PeriUrban,0.106647,0.764061,0.005843999999999999,2.0
170,"[13.13, 80.24]",106,14,18017.082,0.5338,Chennai,Rejected,0.0,0.130868,0.077525,0.0
171,"[12.95, 80.25]",80,8,16536.3025,0.5074,Chennai,Rejected,0.0,0.162893,0.157049,0.0
172,"[12.96, 80.25]",161,27,25165.8606,0.5858,Chennai,PeriUrban,0.409058,0.5675680000000001,0.023375,3.0
173,"[12.97, 80.25]",164,18,26956.1953,0.544,Chennai,PeriUrban,0.118335,0.8816649999999999,0.0,2.0
174,"[12.98, 80.25]",164,27,28974.6558,0.5827,Chennai,PeriUrban,0.0,0.792549,0.20745100000000002,2.0
175,"[12.99, 80.25]",177,36,28507.0577,0.6318,Chennai,PeriUrban,0.0,0.577064,0.422936,2.0
176,"[13.0, 80.25]",100,41,25389.7866,0.6297,Chennai,Rural,0.0,0.30752399999999996,0.692476,0.0
177,"[13.01, 80.25]",44,4,9750.4154,0.3809,Chennai,Rural,0.0,0.0,1.0,0.0
178,"[13.02, 80.25]",101,14,19435.8395,0.6212,Chennai,Rural,0.0,0.104456,0.895544,0.0
179,"[13.03, 80.25]",138,19,23177.7943,0.6583,Chennai,PeriUrban,0.0,0.710738,0.28926199999999996,2.0
180,"[13.04, 80.25]",143,29,24108.3551,0.5622,Chennai,PeriUrban,0.001422,0.7830729999999999,0.21550500000000003,2.0
181,"[13.05, 80.25]",151,23,24384.6085,0.5166,Chennai,PeriUrban,0.00073,0.9992700000000001,0.0,2.0
182,"[13.06, 80.25]",117,12,19987.2638,0.5096,Chennai,Rural,0.0,0.368152,0.631848,0.0
183,"[13.07, 80.25]",105,21,19588.9516,0.5947,Chennai,PeriUrban,0.0,0.9225709999999999,0.077429,2.0
184,"[13.08, 80.25]",142,20,23240.4267,0.647,Chennai,PeriUrban,0.43170200000000003,0.568298,0.0,3.0
185,"[13.09, 80.25]",194,47,29218.2144,0.6358,Chennai,Urban,0.7326520000000001,0.267348,0.0,4.0
186,"[13.1, 80.25]",76,10,12981.0075,0.5517,Chennai,PeriUrban,0.0,0.785975,0.214025,2.0
187,"[13.11, 80.25]",257,36,31289.3968,0.6634,Chennai,PeriUrban,0.409058,0.590942,0.0,3.0
188,"[13.12, 80.25]",194,66,33397.3939,0.6246,Chennai,PeriUrban,0.221329,0.36888200000000004,0.0,2.0
189,"[13.13, 80.25]",140,21,20595.1109,0.5929,Chennai,Rejected,0.0,0.0,0.0,0.0
190,"[12.95, 80.26]",18,0,4089.9321,0.4708,Chennai,Rejected,0.0,0.0,0.146092,0.0
191,"[12.96, 80.26]",103,12,12657.9703,0.6131,Chennai,Rejected,0.0,0.002191,0.42658900000000005,0.0
192,"[12.97, 80.26]",121,26,17436.1496,0.6025,Chennai,Rural,0.0,0.204529,0.47626,0.0
193,"[12.98, 80.26]",80,14,15023.3395,0.6116,Chennai,Rural,0.0,0.33309,0.584368,0.0
194,"[12.99, 80.26]",144,26,23197.0351,0.6423,Chennai,Rural,0.0,0.363769,0.636231,0.0
195,"[13.0, 80.26]",93,17,18050.6212,0.5594,Chennai,Rural,0.0,0.075968,0.924032,0.0
196,"[13.01, 80.26]",39,1,8665.6408,0.4217,Chennai,Rural,0.0,0.0,0.958364,0.0
197,"[13.02, 80.26]",158,40,26270.05,0.5657,Chennai,PeriUrban,0.0,0.685172,0.314828,2.0
198,"[13.03, 80.26]",146,25,23965.0437,0.6298,Chennai,PeriUrban,0.042367,0.9196489999999999,0.037984,2.0
199,"[13.04, 80.26]",115,25,23677.9214,0.613,Chennai,PeriUrban,0.06614500000000001,0.928876,0.004979,2.0
200,"[13.05, 80.26]",142,30,23838.6126,0.604,Chennai,PeriUrban,0.27100100000000005,0.728999,0.0,2.0
201,"[13.06, 80.26]",148,35,25799.2293,0.5529999999999999,Chennai,PeriUrban,0.358656,0.626735,0.014609,3.0
202,"[13.07, 80.26]",171,44,27889.5085,0.5307,Chennai,PeriUrban,0.161432,0.838568,0.0,2.0
203,"[13.08, 80.26]",122,24,20723.278000000002,0.6097,Chennai,PeriUrban,0.06427999999999999,0.9357200000000001,0.0,2.0
204,"[13.09, 80.26]",223,56,27715.2733,0.7024,Chennai,Urban,0.775749,0.22425100000000003,0.0,4.0
205,"[13.1, 80.26]",180,57,26288.4638,0.5472,Chennai,PeriUrban,0.20160699999999998,0.79328,0.005113,2.0
206,"[13.11, 80.26]",163,31,24340.7596,0.6366,Chennai,PeriUrban,0.081812,0.9181879999999999,0.0,2.0
207,"[13.12, 80.26]",124,58,24612.6585,0.6301,Chennai,PeriUrban,0.0,0.637692,0.010957,2.0
208,"[13.13, 80.26]",67,6,7645.2858,0.4652,Chennai,Rejected,0.0,0.0,0.0,0.0
209,"[12.95, 80.27]",0,0,0.0,0.1866,Chennai,Rejected,0.0,0.0,0.0,0.0
210,"[12.96, 80.27]",0,0,0.0,0.2444,Chennai,Rejected,0.0,0.0,0.0,0.0
211,"[12.97, 80.27]",0,0,0.0,0.2223,Chennai,Rejected,0.0,0.0,0.0,0.0
212,"[12.98, 80.27]",0,0,16.4132,0.243,Chennai,Rejected,0.0,0.0,0.004383,0.0
213,"[12.99, 80.27]",16,2,3355.0252,0.4634,Chennai,Rejected,0.0,0.0,0.148283,0.0
214,"[13.0, 80.27]",41,5,7435.0353,0.4325,Chennai,Rejected,0.0,0.0,0.39737,0.0
215,"[13.01, 80.27]",21,4,5125.2669,0.1666,Chennai,Rejected,0.0,0.0,0.501096,0.0
216,"[13.02, 80.27]",126,23,19381.9442,0.6373,Chennai,Rural,0.0036520000000000003,0.392988,0.5215489999999999,0.0
217,"[13.03, 80.27]",142,15,20421.2678,0.6551,Chennai,PeriUrban,0.326516,0.639883,0.03141,3.0
218,"[13.04, 80.27]",167,27,26554.8795,0.5605,Chennai,PeriUrban,0.072546,0.832148,0.09530599999999999,2.0
219,"[13.05, 80.27]",262,31,31117.8656,0.6891,Chennai,Urban,0.7896270000000001,0.210373,0.0,5.0
220,"[13.06, 80.27]",192,43,25170.7363,0.5742,Chennai,Urban,0.6311180000000001,0.332359,0.036523,3.0
221,"[13.07, 80.27]",116,24,22265.1197,0.4949,Chennai,PeriUrban,0.097151,0.6055510000000001,0.297297,2.0
222,"[13.08, 80.27]",176,20,24627.4977,0.541,Chennai,Urban,0.5142439999999999,0.485756,0.0,3.0
223,"[13.09, 80.27]",126,42,22326.7982,0.5589999999999999,Chennai,PeriUrban,0.48356499999999997,0.5164350000000001,0.0,3.0
224,"[13.1, 80.27]",127,26,21726.3564,0.5852,Chennai,PeriUrban,0.119065,0.6764060000000001,0.204529,2.0
225,"[13.11, 80.27]",191,29,25355.13,0.5238,Chennai,PeriUrban,0.33966399999999997,0.647918,0.012418,3.0
226,"[13.12, 80.27]",174,30,23929.2391,0.4734,Chennai,PeriUrban,0.288532,0.547115,0.005113,3.0
227,"[13.13, 80.27]",47,8,10313.3022,0.3864,Chennai,Rejected,0.0,0.0,0.0,0.0
228,"[12.95, 80.28]",0,0,0.0,0.0,Chennai,Rejected,0.0,0.0,0.0,0.0
229,"[12.96, 80.28]",0,0,0.0,0.0,Chennai,Rejected,0.0,0.0,0.0,0.0
230,"[12.97, 80.28]",0,0,0.0,0.1293,Chennai,Rejected,0.0,0.0,0.0,0.0
231,"[12.98, 80.28]",0,0,0.0,0.075,Chennai,Rejected,0.0,0.0,0.0,0.0
232,"[12.99, 80.28]",0,0,0.0,0.1632,Chennai,Rejected,0.0,0.0,0.0,0.0
233,"[13.0, 80.28]",0,0,0.0,0.2189,Chennai,Rejected,0.0,0.0,0.0,0.0
234,"[13.01, 80.28]",0,0,0.0,0.1573,Chennai,Rejected,0.0,0.0,0.0,0.0
235,"[13.02, 80.28]",0,0,0.0,0.3636,Chennai,Rejected,0.0,0.0,0.0,0.0
